4.99993,-89999.82031,0.16496,-1.75342,0,0,3.59E-05,0,3.59E-05,0,-0.03,0,1234,1,55602.208,0
4.99993,-89999.88281,0.16496,-1.75342,0,0,3.59E-05,0,3.59E-05,0,-0.02,0,1234,1,55603.625,0
4.99993,-89999.88281,0.16496,-1.75342,0,0,3.59E-05,0,0,0,-0.02,0,1234,1,55604.104,0
4.99993,-89999.85938,0.16486,-1.80822,0,0,3.58E-05,0,3.58E-05,0,0.03,0,1234,1,55604.584,0
4.99993,-89999.83594,0.16496,-1.75342,0,0,3.59E-05,0,-2.00E-08,0,-0.05,0,1234,1,55605.065,0
4.99993,-89999.82031,0.16496,-1.75342,0,0,3.59E-05,0,3.59E-05,0,-2.00E-08,0,1234,1,55605.548,0
4.99993,-89991.65625,0.16486,-1.80822,-0.03,0,3.58E-05,0,0,0,-0.02,0,1234,1,55606.012,0
4.99993,-89924.01563,0.16496,-1.75342,0,0,3.59E-05,0,0,0,0.02,0,1234,1,55606.481,0
4.99993,-89819.11719,0.16486,-1.80822,0,0,3.58E-05,0,-2.00E-08,0,-0.05,0,1234,1,55606.947,0
4.99993,-89733.35938,0.16486,-1.80822,0,0,3.58E-05,0,2.00E-08,0,0.05,0,1234,1,55607.446,0
4.99993,-89603.61719,0.16468,-1.91781,0,0,3.58E-05,0,3.58E-05,0,-0.05,0,1234,1,55607.915,0
4.99993,-89494.64063,0.16496,-1.75342,0,0,3.59E-05,0,2.00E-08,0,0.03,0,1234,1,55608.397,0
4.99993,-89385.29688,0.16486,-1.80822,0,0,3.58E-05,0,0,0,0.02,0,1234,1,55608.877,0
4.99993,-89297.89063,0.16477,-1.86301,0,0,3.58E-05,0,0,0,-0.02,0,1234,1,55609.344,0
4.99993,-89188.46094,0.16496,-1.75342,0,0,3.59E-05,0,0,0,0,0,1234,1,55609.826,0
4.99993,-89078.73438,0.16486,-1.80822,0,0,3.58E-05,0,0,0,0,0,1234,1,55610.294,0
4.99993,-88990.94531,0.16477,-1.86301,0,0,3.58E-05,0,3.58E-05,0,0,0,1234,1,55610.76,0
4.99993,-88880.96875,0.16486,-1.80822,0,0,3.58E-05,0,3.58E-05,0,0.03,0,1234,1,55611.23,0
4.99993,-88771.125,0.16496,-1.75342,0,0,3.59E-05,0,3.59E-05,0,0,0,1234,1,55611.696,0
4.99993,-88683.38281,0.16468,-1.91781,0,0,3.58E-05,0,2.00E-08,0,0.03,0,1234,1,55612.161,0
4.99993,-88573.51563,0.16496,-1.75342,0,0,3.59E-05,0,-2.00E-08,0,-0.02,0,1234,1,55612.643,0
4.99993,-88463.64844,0.16505,-1.69863,0,0,3.59E-05,0,0,0,0,0,1234,1,55613.124,0
4.99993,-88353.67969,0.16496,-1.75342,0,0,3.59E-05,0,2.00E-08,0,0.05,0,1234,1,55613.603,0
