FEloop,Hfield,V,R,sigma
30%MnS6RxxH3K,Field,Rx1,Rx2,
Temp,,,,
3.00017,-42767.46094,0.16937,-2.17627,#SPILL!
3.00017,-42657.65234,0.16928,-2.22941,#SPILL!
3.00017,-42569.66797,0.16919,-2.28255,#SPILL!
3.00017,-42437.84375,0.16937,-2.17627,#SPILL!
3.00017,-42349.97266,0.16928,-2.22941,#SPILL!
3.00017,-42240.19141,0.16928,-2.22941,#SPILL!
3.00017,-42152.23047,0.16919,-2.28255,#SPILL!
3.00017,-42042.53906,0.16919,-2.28255,#SPILL!
3.00017,-41932.69141,0.1691,-2.33568,#SPILL!
3.00017,-41822.96094,0.16919,-2.28255,#SPILL!
3.00017,-41713.10156,0.16919,-2.28255,#SPILL!
3.00017,-41603.21484,0.16937,-2.17627,#SPILL!
3.00017,-41515.42578,0.1691,-2.33568,#SPILL!
3.00017,-41405.49219,0.16919,-2.28255,#SPILL!
3.00017,-41317.60156,0.16919,-2.28255,#SPILL!
3.00017,-41207.78906,0.16919,-2.28255,#SPILL!
3.00017,-41097.99609,0.16919,-2.28255,#SPILL!
3.00017,-40988.10156,0.16928,-2.22941,#SPILL!
3.00017,-40878.41797,0.16919,-2.28255,#SPILL!
3.00017,-40790.41797,0.16937,-2.17627,#SPILL!
3.00017,-40680.73438,0.16928,-2.22941,#SPILL!
3.00017,-40570.74609,0.16937,-2.17627,#SPILL!
3.00017,-40482.92578,0.16937,-2.17627,#SPILL!
3.00017,-40372.83594,0.16946,-2.12314,#SPILL!
3.00017,-40285.125,0.16928,-2.22941,#SPILL!
3.00017,-40153.36719,0.16928,-2.22941,#SPILL!
3.00017,-40065.52734,0.16928,-2.22941,#SPILL!
3.00017,-39955.8125,0.16928,-2.22941,#SPILL!
3.00017,-39867.9375,0.16937,-2.17627,#SPILL!
3.00017,-39758.14063,0.16937,-2.17627,#SPILL!
3.00017,-39648.28906,0.1691,-2.33568,#SPILL!
3.00017,-39560.32813,0.16928,-2.22941,#SPILL!
3.00017,-39450.45703,0.16937,-2.17627,#SPILL!
3.00017,-39340.71484,0.16928,-2.22941,#SPILL!
3.00017,-39230.85156,0.16928,-2.22941,#SPILL!
3.00017,-39120.64844,0.16928,-2.22941,#SPILL!
3.00017,-39032.61328,0.169,-2.38882,#SPILL!
3.00017,-38922.76563,0.16919,-2.28255,#SPILL!
3.00017,-38812.89453,0.16937,-2.17627,#SPILL!
3.00017,-38703.01953,0.16937,-2.17627,#SPILL!
3.00017,-38615.23438,0.16928,-2.22941,#SPILL!
3.00017,-38505.26172,0.1691,-2.33568,#SPILL!
3.00017,-38417.36719,0.16928,-2.22941,#SPILL!
3.00017,-38307.52734,0.16937,-2.17627,#SPILL!
3.00017,-38197.83203,0.16928,-2.22941,#SPILL!
3.00017,-38088.09375,0.16937,-2.17627,#SPILL!
3.00017,-37978.28906,0.16919,-2.28255,#SPILL!
3.00017,-37890.29688,0.16928,-2.22941,#SPILL!
3.00017,-37780.47266,0.1691,-2.33568,#SPILL!
3.00017,-37692.69922,0.16937,-2.17627,#SPILL!
3.00017,-37560.76953,0.16928,-2.22941,#SPILL!
3.00017,-37472.89063,0.16928,-2.22941,#SPILL!
3.00017,-37363.03125,0.16928,-2.22941,#SPILL!
3.00017,-37253.34375,0.16928,-2.22941,#SPILL!
3.00017,-37165.30469,0.16937,-2.17627,#SPILL!
3.00017,-37055.56641,0.16937,-2.17627,#SPILL!
3.00017,-36945.64844,0.16937,-2.17627,#SPILL!
3.00017,-36857.79688,0.16937,-2.17627,#SPILL!
3.00017,-36748.02734,0.16937,-2.17627,#SPILL!
3.00017,-36638.02344,0.16937,-2.17627,#SPILL!
3.00017,-36528.27344,0.16937,-2.17627,#SPILL!
3.00017,-36440.61719,0.16946,-2.12314,#SPILL!
3.00017,-36330.74609,0.16937,-2.17627,#SPILL!
3.00017,-36221.08594,0.16937,-2.17627,#SPILL!
3.00017,-36111.04297,0.16937,-2.17627,#SPILL!
3.00017,-36023.08594,0.16946,-2.12314,#SPILL!
3.00017,-35913.35938,0.16937,-2.17627,#SPILL!
3.00017,-35803.47656,0.16946,-2.12314,#SPILL!
3.00017,-35715.50391,0.16965,-2.01686,#SPILL!
3.00017,-35605.50781,0.16946,-2.12314,#SPILL!
3.00017,-35495.38281,0.16946,-2.12314,#SPILL!
3.00017,-35385.51953,0.16946,-2.12314,#SPILL!
3.00017,-35297.64453,0.16946,-2.12314,#SPILL!
3.00017,-35187.72656,0.16937,-2.17627,#SPILL!
3.00017,-35077.82031,0.16946,-2.12314,#SPILL!
3.00017,-34968.02344,0.16937,-2.17627,#SPILL!
3.00017,-34880.19922,0.16956,-2.07,#SPILL!
3.00017,-34770.24219,0.16937,-2.17627,#SPILL!
3.00017,-34660.55859,0.16946,-2.12314,#SPILL!
3.00017,-34572.71875,0.16965,-2.01686,#SPILL!
3.00017,-34462.97656,0.16937,-2.17627,#SPILL!
3.00017,-34352.93359,0.16956,-2.07,#SPILL!
3.00017,-34243.11328,0.16937,-2.17627,#SPILL!
3.00017,-34155.27734,0.16956,-2.07,#SPILL!
3.00017,-34045.45313,0.16946,-2.12314,#SPILL!
3.00017,-33935.60156,0.16946,-2.12314,#SPILL!
3.00017,-33847.73438,0.16937,-2.17627,#SPILL!
3.00017,-33737.99219,0.16956,-2.07,#SPILL!
3.00017,-33628.03906,0.16946,-2.12314,#SPILL!
3.00017,-33518.27734,0.16956,-2.07,#SPILL!
3.00017,-33430.39063,0.16937,-2.17627,#SPILL!
3.00017,-33320.53906,0.16946,-2.12314,#SPILL!
3.00017,-33210.62891,0.16956,-2.07,#SPILL!
3.00017,-33100.89453,0.16956,-2.07,#SPILL!
3.00017,-33012.98438,0.16965,-2.01686,#SPILL!
3.00017,-32903.18359,0.16946,-2.12314,#SPILL!
3.00017,-32793.32031,0.16965,-2.01686,#SPILL!
3.00017,-32683.64258,0.16956,-2.07,#SPILL!
3.00017,-32595.77344,0.16956,-2.07,#SPILL!
3.00017,-32485.85742,0.16937,-2.17627,#SPILL!
3.00017,-32376.04883,0.16956,-2.07,#SPILL!
3.00017,-32266.32227,0.16956,-2.07,#SPILL!
3.00017,-32178.25977,0.16956,-2.07,#SPILL!
3.00017,-32068.28516,0.16956,-2.07,#SPILL!
3.00017,-31980.3457,0.16956,-2.07,#SPILL!
3.00017,-31870.44336,0.16956,-2.07,#SPILL!
3.00017,-31760.63086,0.16946,-2.12314,#SPILL!
3.00017,-31650.80078,0.16946,-2.12314,#SPILL!
3.00017,-31562.71289,0.16956,-2.07,#SPILL!
3.00017,-31452.75195,0.16974,-1.96373,#SPILL!
3.00017,-31365.04297,0.16946,-2.12314,#SPILL!
3.00017,-31233.23047,0.16965,-2.01686,#SPILL!
3.00017,-31145.50977,0.16956,-2.07,#SPILL!
3.00017,-31035.72656,0.16965,-2.01686,#SPILL!
3.00017,-30925.85742,0.16956,-2.07,#SPILL!
3.00017,-30816.01172,0.16974,-1.96373,#SPILL!
3.00017,-30728.21875,0.16965,-2.01686,#SPILL!
3.00017,-30618.2793,0.16965,-2.01686,#SPILL!
3.00017,-30508.40234,0.16965,-2.01686,#SPILL!
3.00017,-30420.49414,0.16974,-1.96373,#SPILL!
3.00017,-30310.625,0.16965,-2.01686,#SPILL!
3.00017,-30200.92383,0.16956,-2.07,#SPILL!
3.00017,-30091.08789,0.16956,-2.07,#SPILL!
3.00017,-30003.24023,0.16974,-1.96373,#SPILL!
3.00017,-29893.51758,0.16965,-2.01686,#SPILL!
3.00017,-29783.41016,0.16974,-1.96373,#SPILL!
3.00017,-29695.66016,0.16965,-2.01686,#SPILL!
3.00017,-29585.83008,0.16946,-2.12314,#SPILL!
3.00017,-29475.99414,0.16965,-2.01686,#SPILL!
3.00017,-29366.08203,0.16965,-2.01686,#SPILL!
3.00017,-29256.23633,0.16974,-1.96373,#SPILL!
3.00017,-29168.44336,0.16965,-2.01686,#SPILL!
3.00017,-29058.66016,0.16965,-2.01686,#SPILL!
3.00017,-28948.64648,0.16965,-2.01686,#SPILL!
3.00017,-28838.97266,0.16983,-1.91059,#SPILL!
3.00017,-28750.98828,0.16965,-2.01686,#SPILL!
3.00017,-28641.25586,0.16983,-1.91059,#SPILL!
3.00017,-28531.35547,0.16983,-1.91059,#SPILL!
3.00017,-28421.38281,0.16974,-1.96373,#SPILL!
3.00017,-28333.52539,0.16965,-2.01686,#SPILL!
3.00017,-28223.67969,0.16956,-2.07,#SPILL!
3.00017,-28113.87305,0.16983,-1.91059,#SPILL!
3.00017,-28004.01172,0.16965,-2.01686,#SPILL!
3.00017,-27916.10742,0.16974,-1.96373,#SPILL!
3.00017,-27806.27344,0.16965,-2.01686,#SPILL!
3.00017,-27696.41211,0.16983,-1.91059,#SPILL!
3.00017,-27586.6582,0.16965,-2.01686,#SPILL!
3.00017,-27476.86133,0.16965,-2.01686,#SPILL!
3.00017,-27388.92188,0.16965,-2.01686,#SPILL!
3.00017,-27279.20313,0.16983,-1.91059,#SPILL!
3.00017,-27191.23438,0.16965,-2.01686,#SPILL!
3.00017,-27081.50391,0.16983,-1.91059,#SPILL!
3.00017,-26971.61914,0.16965,-2.01686,#SPILL!
3.00017,-26861.70117,0.16974,-1.96373,#SPILL!
3.00017,-26773.86719,0.16974,-1.96373,#SPILL!
3.00017,-26663.80664,0.16974,-1.96373,#SPILL!
3.00017,-26554.02148,0.16983,-1.91059,#SPILL!
3.00017,-26444.46484,0.16983,-1.91059,#SPILL!
3.00017,-26356.40625,0.16983,-1.91059,#SPILL!
3.00017,-26224.53711,0.16983,-1.91059,#SPILL!
3.00017,-26136.66992,0.16974,-1.96373,#SPILL!
3.00017,-26026.92773,0.16983,-1.91059,#SPILL!
3.00017,-25917,0.16974,-1.96373,#SPILL!
3.00017,-25807.33984,0.16974,-1.96373,#SPILL!
3.00017,-25719.37695,0.16974,-1.96373,#SPILL!
3.00017,-25609.5957,0.16974,-1.96373,#SPILL!
3.00017,-25499.83984,0.16992,-1.85746,#SPILL!
3.00017,-25389.79102,0.16992,-1.85746,#SPILL!
3.00017,-25301.80469,0.16983,-1.91059,#SPILL!
3.00017,-25191.95703,0.16992,-1.85746,#SPILL!
3.00017,-25082.09375,0.16983,-1.91059,#SPILL!
3.00017,-24994.07031,0.16983,-1.91059,#SPILL!
3.00017,-24883.63086,0.17002,-1.80432,#SPILL!
3.00017,-24795.53516,0.16983,-1.91059,#SPILL!
3.00017,-24663.75391,0.16992,-1.85746,#SPILL!
3.00017,-24575.61133,0.16983,-1.91059,#SPILL!
3.00017,-24465.85156,0.16974,-1.96373,#SPILL!
3.00017,-24355.67969,0.16983,-1.91059,#SPILL!
3.00017,-24245.98828,0.16983,-1.91059,#SPILL!
3.00017,-24157.91602,0.16992,-1.85746,#SPILL!
3.00017,-24048.0918,0.16983,-1.91059,#SPILL!
3.00017,-23938.31641,0.17011,-1.75118,#SPILL!
3.00017,-23850.22656,0.16992,-1.85746,#SPILL!
3.00017,-23740.36914,0.16983,-1.91059,#SPILL!
3.00017,-23630.2793,0.16974,-1.96373,#SPILL!
3.00017,-23542.55469,0.16992,-1.85746,#SPILL!
3.00017,-23432.43164,0.16992,-1.85746,#SPILL!
3.00017,-23322.64844,0.16992,-1.85746,#SPILL!
3.00017,-23212.60742,0.17002,-1.80432,#SPILL!
3.00017,-23124.61133,0.17002,-1.80432,#SPILL!
3.00017,-23014.77344,0.16992,-1.85746,#SPILL!
3.00017,-22904.86133,0.16992,-1.85746,#SPILL!
3.00017,-22794.86133,0.16992,-1.85746,#SPILL!
3.00017,-22706.89844,0.16992,-1.85746,#SPILL!
3.00017,-22596.93555,0.16983,-1.91059,#SPILL!
3.00017,-22508.9082,0.17011,-1.75118,#SPILL!
3.00017,-22377.15625,0.17002,-1.80432,#SPILL!
3.00017,-22289.10352,0.16983,-1.91059,#SPILL!
3.00017,-22179.29102,0.16992,-1.85746,#SPILL!
3.00017,-22069.30859,0.17002,-1.80432,#SPILL!
3.00017,-21981.42188,0.17002,-1.80432,#SPILL!
3.00017,-21871.41992,0.17002,-1.80432,#SPILL!
3.00017,-21761.53711,0.17002,-1.80432,#SPILL!
3.00017,-21673.50977,0.17011,-1.75118,#SPILL!
3.00017,-21563.58984,0.17002,-1.80432,#SPILL!
3.00017,-21453.5918,0.16992,-1.85746,#SPILL!
3.00017,-21343.1875,0.16992,-1.85746,#SPILL!
3.00017,-21255.23047,0.17011,-1.75118,#SPILL!
3.00017,-21145.26953,0.16992,-1.85746,#SPILL!
3.00017,-21035.28516,0.17002,-1.80432,#SPILL!
3.00017,-20925.2832,0.17002,-1.80432,#SPILL!
3.00017,-20815.22266,0.17002,-1.80432,#SPILL!
3.00017,-20705.46094,0.17002,-1.80432,#SPILL!
3.00017,-20617.53516,0.16992,-1.85746,#SPILL!
3.00017,-20507.33789,0.16992,-1.85746,#SPILL!
3.00017,-20397.71484,0.1702,-1.69805,#SPILL!
3.00017,-20287.7832,0.17011,-1.75118,#SPILL!
3.00017,-20199.83984,0.17002,-1.80432,#SPILL!
3.00017,-20089.86328,0.1702,-1.69805,#SPILL!
3.00017,-19979.87305,0.1702,-1.69805,#SPILL!
3.00017,-19869.92383,0.17011,-1.75118,#SPILL!
3.00017,-19781.97656,0.17002,-1.80432,#SPILL!
3.00017,-19672.09375,0.17011,-1.75118,#SPILL!
3.00017,-19562.1543,0.17011,-1.75118,#SPILL!
3.00017,-19474.21289,0.17011,-1.75118,#SPILL!
3.00017,-19364.23242,0.1702,-1.69805,#SPILL!
3.00017,-19254.24609,0.17011,-1.75118,#SPILL!
3.00017,-19166.37891,0.1702,-1.69805,#SPILL!
3.00017,-19056.46484,0.1702,-1.69805,#SPILL!
3.00017,-18946.40625,0.17029,-1.64491,#SPILL!
3.00017,-18836.58008,0.17011,-1.75118,#SPILL!
3.00017,-18726.57227,0.1702,-1.69805,#SPILL!
3.00017,-18638.7832,0.17011,-1.75118,#SPILL!
3.00017,-18528.72266,0.17011,-1.75118,#SPILL!
3.00017,-18418.9707,0.1702,-1.69805,#SPILL!
3.00017,-18308.89844,0.17011,-1.75118,#SPILL!
3.00017,-18220.97852,0.1702,-1.69805,#SPILL!
3.00017,-18110.92188,0.1702,-1.69805,#SPILL!
3.00017,-18001.05859,0.1702,-1.69805,#SPILL!
3.00017,-17912.99414,0.1702,-1.69805,#SPILL!
3.00017,-17803.11719,0.17029,-1.64491,#SPILL!
3.00017,-17692.85352,0.1702,-1.69805,#SPILL!
3.00017,-17604.96289,0.1702,-1.69805,#SPILL!
3.00017,-17495.06055,0.1702,-1.69805,#SPILL!
3.00017,-17385.0957,0.17048,-1.53864,#SPILL!
3.00017,-17274.99609,0.17038,-1.59178,#SPILL!
3.00017,-17186.96289,0.17029,-1.64491,#SPILL!
3.00017,-17077.20703,0.17029,-1.64491,#SPILL!
3.00017,-16967.20703,0.17029,-1.64491,#SPILL!
3.00017,-16857.28711,0.17029,-1.64491,#SPILL!
3.00017,-16769.33203,0.17038,-1.59178,#SPILL!
3.00017,-16659.48828,0.1702,-1.69805,#SPILL!
3.00017,-16549.53711,0.17038,-1.59178,#SPILL!
3.00017,-16439.59961,0.17038,-1.59178,#SPILL!
3.00017,-16351.76367,0.17038,-1.59178,#SPILL!
3.00017,-16241.76465,0.17002,-1.80432,#SPILL!
3.00017,-16131.6875,0.17038,-1.59178,#SPILL!
3.00017,-16021.95117,0.17038,-1.59178,#SPILL!
3.00017,-15934.16797,0.17038,-1.59178,#SPILL!
3.00017,-15823.91797,0.17048,-1.53864,#SPILL!
3.00017,-15714.17187,0.17029,-1.64491,#SPILL!
3.00017,-15626.07813,0.17038,-1.59178,#SPILL!
3.00017,-15516.32324,0.17048,-1.53864,#SPILL!
3.00017,-15406.13574,0.17038,-1.59178,#SPILL!
3.00017,-15296.27637,0.17048,-1.53864,#SPILL!
3.00017,-15208.30566,0.17038,-1.59178,#SPILL!
3.00017,-15098.55859,0.17038,-1.59178,#SPILL!
3.00017,-14988.53711,0.17048,-1.53864,#SPILL!
3.00017,-14878.64355,0.17048,-1.53864,#SPILL!
3.00017,-14768.71289,0.17057,-1.4855,#SPILL!
3.00017,-14680.72168,0.17038,-1.59178,#SPILL!
3.00017,-14570.80566,0.17057,-1.4855,#SPILL!
3.00017,-14482.72461,0.17029,-1.64491,#SPILL!
3.00017,-14372.87988,0.17048,-1.53864,#SPILL!
3.00017,-14262.97461,0.17066,-1.43237,#SPILL!
3.00017,-14152.90332,0.17048,-1.53864,#SPILL!
3.00017,-14064.89746,0.17038,-1.59178,#SPILL!
3.00017,-13954.93945,0.17048,-1.53864,#SPILL!
3.00017,-13844.99414,0.17048,-1.53864,#SPILL!
3.00017,-13735.07129,0.17057,-1.4855,#SPILL!
3.00017,-13625.01562,0.17057,-1.4855,#SPILL!
3.00017,-13537.22266,0.17057,-1.4855,#SPILL!
3.00017,-13427.18652,0.17075,-1.37923,#SPILL!
3.00017,-13317.60645,0.17057,-1.4855,#SPILL!
3.00017,-13229.57129,0.17057,-1.4855,#SPILL!
3.00017,-13119.57129,0.17066,-1.43237,#SPILL!
3.00017,-13031.74609,0.17057,-1.4855,#SPILL!
3.00017,-12921.67188,0.17048,-1.53864,#SPILL!
3.00017,-12811.76367,0.17066,-1.43237,#SPILL!
3.00017,-12701.88086,0.17057,-1.4855,#SPILL!
3.00017,-12591.90625,0.17075,-1.37923,#SPILL!
3.00017,-12503.88672,0.17075,-1.37923,#SPILL!
3.00017,-12393.98047,0.17066,-1.43237,#SPILL!
3.00017,-12284.11523,0.17075,-1.37923,#SPILL!
3.00017,-12174.16797,0.17066,-1.43237,#SPILL!
3.00017,-12086.13477,0.17075,-1.37923,#SPILL!
3.00017,-11976.1875,0.17066,-1.43237,#SPILL!
3.00017,-11866.33789,0.17075,-1.37923,#SPILL!
3.00017,-11756.4209,0.17094,-1.27296,#SPILL!
3.00017,-11646.3584,0.17066,-1.43237,#SPILL!
3.00017,-11558.5332,0.17084,-1.32609,#SPILL!
3.00017,-11448.75879,0.17057,-1.4855,#SPILL!
3.00017,-11338.71094,0.17094,-1.27296,#SPILL!
3.00017,-11250.78223,0.17066,-1.43237,#SPILL!
3.00017,-11140.86133,0.17084,-1.32609,#SPILL!
3.00017,-11030.93066,0.17084,-1.32609,#SPILL!
3.00017,-10921.01758,0.17103,-1.21982,#SPILL!
3.00017,-10833.03516,0.17084,-1.32609,#SPILL!
3.00017,-10722.89941,0.17103,-1.21982,#SPILL!
3.00017,-10612.59082,0.17066,-1.43237,#SPILL!
3.00017,-10502.61719,0.17084,-1.32609,#SPILL!
3.00017,-10414.77441,0.17084,-1.32609,#SPILL!
3.00017,-10304.86133,0.17075,-1.37923,#SPILL!
3.00017,-10194.83984,0.17103,-1.21982,#SPILL!
3.00017,-10084.81055,0.17103,-1.21982,#SPILL!
3.00017,-9996.92578,0.17084,-1.32609,#SPILL!
3.00017,-9886.85742,0.17084,-1.32609,#SPILL!
3.00017,-9777.2168,0.17103,-1.21982,#SPILL!
3.00017,-9689.1748,0.17103,-1.21982,#SPILL!
3.00017,-9579.1875,0.17094,-1.27296,#SPILL!
3.00017,-9469.32227,0.17084,-1.32609,#SPILL!
3.00017,-9359.3584,0.17112,-1.16669,#SPILL!
3.00017,-9249.49316,0.17112,-1.16669,#SPILL!
3.00017,-9161.53516,0.1713,-1.06041,#SPILL!
3.00017,-9051.59961,0.17121,-1.11355,#SPILL!
3.00017,-8941.75195,0.17112,-1.16669,#SPILL!
3.00017,-8831.75098,0.17112,-1.16669,#SPILL!
3.00017,-8743.90723,0.17121,-1.11355,#SPILL!
3.00017,-8633.82422,0.17112,-1.16669,#SPILL!
3.00017,-8523.7998,0.1714,-1.00728,#SPILL!
3.00017,-8435.91504,0.17103,-1.21982,#SPILL!
3.00017,-8325.77637,0.17121,-1.11355,#SPILL!
3.00017,-8216.14648,0.17121,-1.11355,#SPILL!
3.00017,-8128.12939,0.17112,-1.16669,#SPILL!
3.00017,-8018.23682,0.1714,-1.00728,#SPILL!
3.00017,-7908.36963,0.1713,-1.06041,#SPILL!
3.00017,-7820.41504,0.17121,-1.11355,#SPILL!
3.00017,-7710.52637,0.1713,-1.06041,#SPILL!
3.00017,-7600.4707,0.17121,-1.11355,#SPILL!
3.00017,-7490.43896,0.1713,-1.06041,#SPILL!
3.00017,-7402.53418,0.1714,-1.00728,#SPILL!
3.00017,-7270.63818,0.1714,-1.00728,#SPILL!
3.00017,-7182.51758,0.17149,-0.95414,#SPILL!
3.00017,-7094.40479,0.17149,-0.95414,#SPILL!
3.00017,-6962.32129,0.1714,-1.00728,#SPILL!
3.00017,-6874.36572,0.17149,-0.95414,#SPILL!
3.00017,-6764.43555,0.17149,-0.95414,#SPILL!
3.00017,-6676.2998,0.17158,-0.901,#SPILL!
3.00017,-6566.35352,0.17149,-0.95414,#SPILL!
3.00017,-6456.3291,0.17158,-0.901,#SPILL!
3.00017,-6368.42383,0.17149,-0.95414,#SPILL!
3.00017,-6258.57764,0.17149,-0.95414,#SPILL!
3.00017,-6148.7749,0.17167,-0.84787,#SPILL!
3.00017,-6038.67383,0.17167,-0.84787,#SPILL!
3.00017,-5950.71729,0.17167,-0.84787,#SPILL!
3.00017,-5840.68701,0.17149,-0.95414,#SPILL!
3.00017,-5730.72705,0.17167,-0.84787,#SPILL!
3.00017,-5620.67285,0.17176,-0.79473,#SPILL!
3.00017,-5532.80078,0.17186,-0.7416,#SPILL!
3.00017,-5422.72949,0.17186,-0.7416,#SPILL!
3.00017,-5312.85254,0.17176,-0.79473,#SPILL!
3.00017,-5202.92822,0.17186,-0.7416,#SPILL!
3.00017,-5114.93945,0.17176,-0.79473,#SPILL!
3.00017,-5004.87354,0.17176,-0.79473,#SPILL!
3.00017,-4894.95068,0.17176,-0.79473,#SPILL!
3.00017,-4806.93164,0.17186,-0.7416,#SPILL!
3.00017,-4696.94434,0.17195,-0.68846,#SPILL!
3.00017,-4609.00781,0.17204,-0.63532,#SPILL!
3.00017,-4499.04248,0.17186,-0.7416,#SPILL!
3.00017,-4389.13037,0.17204,-0.63532,#SPILL!
3.00017,-4279.10986,0.17204,-0.63532,#SPILL!
3.00017,-4169.21777,0.17195,-0.68846,#SPILL!
3.00017,-4081.18921,0.17213,-0.58219,#SPILL!
3.00017,-3971.15771,0.17195,-0.68846,#SPILL!
3.00017,-3861.19312,0.17213,-0.58219,#SPILL!
3.00017,-3751.29395,0.17213,-0.58219,#SPILL!
3.00017,-3663.21851,0.17232,-0.47592,#SPILL!
3.00017,-3553.15747,0.17232,-0.47592,#SPILL!
3.00017,-3442.96118,0.17204,-0.63532,#SPILL!
3.00017,-3355.05151,0.17232,-0.47592,#SPILL!
3.00017,-3244.92163,0.17232,-0.47592,#SPILL!
3.00017,-3135.03711,0.17232,-0.47592,#SPILL!
3.00017,-3046.91943,0.17232,-0.47592,#SPILL!
3.00017,-2937.04297,0.17232,-0.47592,#SPILL!
3.00017,-2826.97437,0.17241,-0.42278,#SPILL!
3.00017,-2717.02563,0.17232,-0.47592,#SPILL!
3.00017,-2629.15967,0.17232,-0.47592,#SPILL!
3.00017,-2518.95923,0.1725,-0.36964,#SPILL!
3.00017,-2409.03394,0.1725,-0.36964,#SPILL!
3.00017,-2320.98145,0.1725,-0.36964,#SPILL!
3.00017,-2226.92603,0.1725,-0.36964,#SPILL!
3.00017,-2100.91211,0.1725,-0.36964,#SPILL!
3.00017,-1989.64636,0.17241,-0.42278,#SPILL!
3.00017,-1901.88855,0.17259,-0.31651,#SPILL!
3.00017,-1770.24927,0.17241,-0.42278,#SPILL!
3.00017,-1682.3573,0.17259,-0.31651,#SPILL!
3.00017,-1572.39429,0.17268,-0.26337,#SPILL!
3.00017,-1462.38623,0.17278,-0.21023,#SPILL!
3.00017,-1374.26343,0.17268,-0.26337,#SPILL!
3.00017,-1264.32019,0.17287,-0.1571,#SPILL!
3.00017,-1154.1311,0.17278,-0.21023,#SPILL!
3.00017,-1044.22375,0.17268,-0.26337,#SPILL!
3.00017,-956.21967,0.17268,-0.26337,#SPILL!
3.00017,-846.24335,0.17268,-0.26337,#SPILL!
3.00017,-736.24158,0.17287,-0.1571,#SPILL!
3.00017,-626.22095,0.17278,-0.21023,#SPILL!
3.00017,-516.2475,0.17287,-0.1571,#SPILL!
3.00017,-406.16452,0.17278,-0.21023,#SPILL!
3.00017,-318.18958,0.17287,-0.1571,#SPILL!
3.00017,-208.30225,0.17278,-0.21023,#SPILL!
3.00017,-98.4629,0.17287,-0.1571,#SPILL!
3.00017,-10.46092,0.17296,-0.10396,#SPILL!
3.00017,99.35389,0.17314,0.00231,#SPILL!
3.00017,231.21706,0.17305,-0.05083,#SPILL!
3.00017,319.01767,0.17287,-0.1571,#SPILL!
3.00017,428.80933,0.17278,-0.21023,#SPILL!
3.00017,516.60504,0.17296,-0.10396,#SPILL!
3.00017,626.41211,0.17296,-0.10396,#SPILL!
3.00017,735.93091,0.17268,-0.26337,#SPILL!
3.00017,845.50128,0.17268,-0.26337,#SPILL!
3.00017,933.1532,0.17296,-0.10396,#SPILL!
3.00017,1042.63867,0.17259,-0.31651,#SPILL!
3.00017,1152.24097,0.17278,-0.21023,#SPILL!
3.00017,1240.00806,0.17259,-0.31651,#SPILL!
3.00017,1349.74121,0.1725,-0.36964,#SPILL!
3.00017,1449.74194,0.17259,-0.31651,#SPILL!
3.00017,1570.47583,0.1725,-0.36964,#SPILL!
3.00017,1680.85046,0.17259,-0.31651,#SPILL!
3.00017,1767.92908,0.17259,-0.31651,#SPILL!
3.00017,1877.03333,0.17278,-0.21023,#SPILL!
3.00017,1964.35693,0.17259,-0.31651,#SPILL!
3.00017,2073.71045,0.1725,-0.36964,#SPILL!
3.00017,2183.1189,0.17259,-0.31651,#SPILL!
3.00017,2292.52222,0.17259,-0.31651,#SPILL!
3.00017,2402.10425,0.17241,-0.42278,#SPILL!
3.00017,2489.91919,0.1725,-0.36964,#SPILL!
3.00017,2599.82983,0.17222,-0.52905,#SPILL!
3.00017,2710.16699,0.17259,-0.31651,#SPILL!
3.00017,2798.52417,0.17232,-0.47592,#SPILL!
3.00017,2908.97192,0.17232,-0.47592,#SPILL!
3.00017,3019.61255,0.17232,-0.47592,#SPILL!
3.00017,3129.8584,0.17222,-0.52905,#SPILL!
3.00017,3240.40649,0.17241,-0.42278,#SPILL!
3.00017,3328.47461,0.17241,-0.42278,#SPILL!
3.00017,3438.66113,0.17213,-0.58219,#SPILL!
3.00017,3549.07886,0.17222,-0.52905,#SPILL!
3.00017,3637.53174,0.17222,-0.52905,#SPILL!
3.00017,3747.49658,0.17213,-0.58219,#SPILL!
3.00017,3857.55688,0.17222,-0.52905,#SPILL!
3.00017,3967.55469,0.17213,-0.58219,#SPILL!
3.00017,4055.67944,0.17222,-0.52905,#SPILL!
3.00017,4165.60645,0.17204,-0.63532,#SPILL!
3.00017,4275.80029,0.17195,-0.68846,#SPILL!
3.00017,4363.70361,0.17195,-0.68846,#SPILL!
3.00017,4473.7168,0.17204,-0.63532,#SPILL!
3.00017,4561.6582,0.17195,-0.68846,#SPILL!
3.00017,4671.49072,0.17195,-0.68846,#SPILL!
3.00017,4781.62646,0.17186,-0.7416,#SPILL!
3.00017,4869.51855,0.17186,-0.7416,#SPILL!
3.00017,4979.54639,0.17186,-0.7416,#SPILL!
3.00017,5089.58838,0.17195,-0.68846,#SPILL!
3.00017,5199.69824,0.17186,-0.7416,#SPILL!
3.00017,5309.6416,0.17186,-0.7416,#SPILL!
3.00017,5397.52393,0.17186,-0.7416,#SPILL!
3.00017,5507.54102,0.17167,-0.84787,#SPILL!
3.00017,5617.61963,0.17167,-0.84787,#SPILL!
3.00017,5727.53516,0.17176,-0.79473,#SPILL!
3.00017,5815.63037,0.17186,-0.7416,#SPILL!
