FEloop,Hfield,V,R,sigma
30%MnS6RxxH3K,Field,Rx1,Rx2,
Temp,,,,
3.00017,5925.67432,0.17167,-0.84787,#SPILL!
3.00017,6035.54297,0.17176,-0.79473,#SPILL!
3.00017,6123.45996,0.17158,-0.901,#SPILL!
3.00017,6233.51123,0.17167,-0.84787,#SPILL!
3.00017,6343.4541,0.17158,-0.901,#SPILL!
3.00017,6453.38281,0.17149,-0.95414,#SPILL!
3.00017,6563.29785,0.17149,-0.95414,#SPILL!
3.00017,6651.35156,0.1714,-1.00728,#SPILL!
3.00017,6761.41553,0.17158,-0.901,#SPILL!
3.00017,6849.40723,0.17149,-0.95414,#SPILL!
3.00017,6959.45264,0.17149,-0.95414,#SPILL!
3.00017,7069.55518,0.1713,-1.06041,#SPILL!
3.00017,7145.19678,0.17121,-1.11355,#SPILL!
3.00017,7290.28125,0.1713,-1.06041,#SPILL!
3.00017,7378.96924,0.17149,-0.95414,#SPILL!
3.00017,7488.92383,0.17121,-1.11355,#SPILL!
3.00017,7598.68848,0.17112,-1.16669,#SPILL!
3.00017,7686.81201,0.17121,-1.11355,#SPILL!
3.00017,7796.65967,0.17121,-1.11355,#SPILL!
3.00017,7906.69678,0.17121,-1.11355,#SPILL!
3.00017,7994.44922,0.1713,-1.06041,#SPILL!
3.00017,8104.39893,0.17112,-1.16669,#SPILL!
3.00017,8214.36719,0.1713,-1.06041,#SPILL!
3.00017,8302.28613,0.1713,-1.06041,#SPILL!
3.00017,8412.19824,0.17121,-1.11355,#SPILL!
3.00017,8522.28906,0.17121,-1.11355,#SPILL!
3.00017,8610.30957,0.17112,-1.16669,#SPILL!
3.00017,8720.24316,0.17103,-1.21982,#SPILL!
3.00017,8830.20313,0.17103,-1.21982,#SPILL!
3.00017,8940.1416,0.17121,-1.11355,#SPILL!
3.00017,9028.09375,0.17103,-1.21982,#SPILL!
3.00017,9138.0625,0.17112,-1.16669,#SPILL!
3.00017,9247.93555,0.17112,-1.16669,#SPILL!
3.00017,9335.95508,0.17103,-1.21982,#SPILL!
3.00017,9445.93359,0.17103,-1.21982,#SPILL!
3.00017,9555.89746,0.17103,-1.21982,#SPILL!
3.00017,9643.90039,0.17094,-1.27296,#SPILL!
3.00017,9753.77344,0.17103,-1.21982,#SPILL!
3.00017,9863.80371,0.17103,-1.21982,#SPILL!
3.00017,9973.76563,0.17094,-1.27296,#SPILL!
3.00017,10061.69238,0.17103,-1.21982,#SPILL!
3.00017,10171.69727,0.17084,-1.32609,#SPILL!
3.00017,10281.69336,0.17084,-1.32609,#SPILL!
3.00017,10369.72949,0.17084,-1.32609,#SPILL!
3.00017,10479.69336,0.17075,-1.37923,#SPILL!
3.00017,10589.78711,0.17084,-1.32609,#SPILL!
3.00017,10699.83887,0.17066,-1.43237,#SPILL!
3.00017,10787.99316,0.17075,-1.37923,#SPILL!
3.00017,10897.83691,0.17084,-1.32609,#SPILL!
3.00017,11007.92871,0.17094,-1.27296,#SPILL!
3.00017,11117.86621,0.17075,-1.37923,#SPILL!
3.00017,11205.91016,0.17084,-1.32609,#SPILL!
3.00017,11316.00391,0.17075,-1.37923,#SPILL!
3.00017,11425.91211,0.17084,-1.32609,#SPILL!
3.00017,11536.04492,0.17066,-1.43237,#SPILL!
3.00017,11623.89258,0.17066,-1.43237,#SPILL!
3.00017,11733.7832,0.17075,-1.37923,#SPILL!
3.00017,11843.80371,0.17066,-1.43237,#SPILL!
3.00017,11953.73145,0.17075,-1.37923,#SPILL!
3.00017,12041.77832,0.17075,-1.37923,#SPILL!
3.00017,12151.81836,0.17084,-1.32609,#SPILL!
3.00017,12261.8291,0.17066,-1.43237,#SPILL!
3.00017,12371.89844,0.17066,-1.43237,#SPILL!
3.00017,12459.60742,0.17075,-1.37923,#SPILL!
3.00017,12569.72852,0.17057,-1.4855,#SPILL!
3.00017,12679.63086,0.17066,-1.43237,#SPILL!
3.00017,12789.60352,0.17066,-1.43237,#SPILL!
3.00017,12877.7168,0.17066,-1.43237,#SPILL!
3.00017,12987.7832,0.17066,-1.43237,#SPILL!
3.00017,13075.88379,0.17057,-1.4855,#SPILL!
3.00017,13185.76855,0.17066,-1.43237,#SPILL!
3.00017,13317.90332,0.17057,-1.4855,#SPILL!
3.00017,13405.7334,0.17038,-1.59178,#SPILL!
3.00017,13515.83398,0.17048,-1.53864,#SPILL!
3.00017,13625.78418,0.17075,-1.37923,#SPILL!
3.00017,13735.92773,0.17048,-1.53864,#SPILL!
3.00017,13823.96191,0.17048,-1.53864,#SPILL!
3.00017,13934.01758,0.17048,-1.53864,#SPILL!
3.00017,14043.91309,0.17057,-1.4855,#SPILL!
3.00017,14154.14355,0.17048,-1.53864,#SPILL!
3.00017,14242.19336,0.17038,-1.59178,#SPILL!
3.00017,14330.20313,0.17057,-1.4855,#SPILL!
3.00017,14440.28027,0.17038,-1.59178,#SPILL!
3.00017,14550.2168,0.17038,-1.59178,#SPILL!
3.00017,14660.33496,0.17057,-1.4855,#SPILL!
3.00017,14748.43652,0.17038,-1.59178,#SPILL!
3.00017,14858.31543,0.17038,-1.59178,#SPILL!
3.00017,14968.44141,0.17038,-1.59178,#SPILL!
3.00017,15078.51855,0.1702,-1.69805,#SPILL!
3.00017,15188.48633,0.17038,-1.59178,#SPILL!
3.00017,15276.60938,0.17029,-1.64491,#SPILL!
3.00017,15386.38477,0.17057,-1.4855,#SPILL!
3.00017,15496.50488,0.17029,-1.64491,#SPILL!
3.00017,15584.6123,0.17038,-1.59178,#SPILL!
3.00017,15694.68555,0.17029,-1.64491,#SPILL!
3.00017,15782.7002,0.17029,-1.64491,#SPILL!
3.00017,15892.67676,0.17038,-1.59178,#SPILL!
3.00017,16002.76855,0.17029,-1.64491,#SPILL!
3.00017,16112.92676,0.17029,-1.64491,#SPILL!
3.00017,16200.79297,0.17048,-1.53864,#SPILL!
3.00017,16310.86328,0.17038,-1.59178,#SPILL!
3.00017,16420.86914,0.17029,-1.64491,#SPILL!
3.00017,16508.86523,0.1702,-1.69805,#SPILL!
3.00017,16618.94141,0.1702,-1.69805,#SPILL!
3.00017,16728.92773,0.1702,-1.69805,#SPILL!
3.00017,16838.98828,0.17029,-1.64491,#SPILL!
3.00017,16949.02148,0.1702,-1.69805,#SPILL!
3.00017,17036.99219,0.17029,-1.64491,#SPILL!
3.00017,17147.05664,0.17011,-1.75118,#SPILL!
3.00017,17257.1582,0.17029,-1.64491,#SPILL!
3.00017,17345.06445,0.17048,-1.53864,#SPILL!
3.00017,17455.13867,0.17011,-1.75118,#SPILL!
3.00017,17565.17188,0.17011,-1.75118,#SPILL!
3.00017,17653.26758,0.17011,-1.75118,#SPILL!
3.00017,17785.57031,0.17038,-1.59178,#SPILL!
3.00017,17873.68164,0.17011,-1.75118,#SPILL!
3.00017,17983.75,0.17011,-1.75118,#SPILL!
3.00017,18093.77539,0.17038,-1.59178,#SPILL!
3.00017,18203.74805,0.17011,-1.75118,#SPILL!
3.00017,18291.88477,0.17011,-1.75118,#SPILL!
3.00017,18401.9668,0.17011,-1.75118,#SPILL!
3.00017,18489.9668,0.1702,-1.69805,#SPILL!
3.00017,18600.13281,0.1702,-1.69805,#SPILL!
3.00017,18709.93555,0.17011,-1.75118,#SPILL!
3.00017,18819.93945,0.17011,-1.75118,#SPILL!
3.00017,18907.82031,0.17002,-1.80432,#SPILL!
3.00017,19018.12305,0.17011,-1.75118,#SPILL!
3.00017,19128.07031,0.1702,-1.69805,#SPILL!
3.00017,19238.125,0.17002,-1.80432,#SPILL!
3.00017,19326.1875,0.17011,-1.75118,#SPILL!
3.00017,19414.21289,0.17002,-1.80432,#SPILL!
3.00017,19546.2207,0.1702,-1.69805,#SPILL!
3.00017,19634.23828,0.17011,-1.75118,#SPILL!
3.00017,19744.26758,0.17002,-1.80432,#SPILL!
3.00017,19832.24805,0.17011,-1.75118,#SPILL!
3.00017,19942.28711,0.17011,-1.75118,#SPILL!
3.00017,20052.51172,0.17011,-1.75118,#SPILL!
3.00017,20162.51953,0.17002,-1.80432,#SPILL!
3.00017,20250.4668,0.17002,-1.80432,#SPILL!
3.00017,20360.5293,0.17029,-1.64491,#SPILL!
3.00017,20470.41016,0.17002,-1.80432,#SPILL!
3.00017,20580.52539,0.17011,-1.75118,#SPILL!
3.00017,20690.49219,0.1702,-1.69805,#SPILL!
3.00017,20778.47461,0.16992,-1.85746,#SPILL!
3.00017,20888.58984,0.17011,-1.75118,#SPILL!
3.00017,20998.66797,0.16992,-1.85746,#SPILL!
3.00017,21108.70703,0.17002,-1.80432,#SPILL!
3.00017,21218.7168,0.16983,-1.91059,#SPILL!
3.00017,21306.97461,0.16992,-1.85746,#SPILL!
3.00017,21395.2207,0.16992,-1.85746,#SPILL!
3.00017,21505.42188,0.16992,-1.85746,#SPILL!
3.00017,21615.26953,0.17002,-1.80432,#SPILL!
3.00017,21725.51758,0.17002,-1.80432,#SPILL!
3.00017,21835.44141,0.16992,-1.85746,#SPILL!
3.00017,21945.73633,0.16992,-1.85746,#SPILL!
3.00017,22033.52734,0.16992,-1.85746,#SPILL!
3.00017,22143.70508,0.16992,-1.85746,#SPILL!
3.00017,22253.52539,0.1702,-1.69805,#SPILL!
3.00017,22341.55859,0.16983,-1.91059,#SPILL!
3.00017,22451.62695,0.16974,-1.96373,#SPILL!
3.00017,22561.59961,0.17002,-1.80432,#SPILL!
3.00017,22649.75,0.17002,-1.80432,#SPILL!
3.00017,22759.74023,0.17011,-1.75118,#SPILL!
3.00017,22869.79492,0.16992,-1.85746,#SPILL!
3.00017,22979.77344,0.16992,-1.85746,#SPILL!
3.00017,23089.83008,0.16992,-1.85746,#SPILL!
3.00017,23177.72656,0.16992,-1.85746,#SPILL!
3.00017,23287.98047,0.17011,-1.75118,#SPILL!
3.00017,23397.66016,0.16983,-1.91059,#SPILL!
3.00017,23485.91992,0.16983,-1.91059,#SPILL!
3.00017,23595.96094,0.16983,-1.91059,#SPILL!
3.00017,23706.08789,0.16983,-1.91059,#SPILL!
3.00017,23816.07617,0.16983,-1.91059,#SPILL!
3.00017,23926.16406,0.16983,-1.91059,#SPILL!
3.00017,24014.00195,0.16992,-1.85746,#SPILL!
3.00017,24124.02539,0.16983,-1.91059,#SPILL!
3.00017,24212.02734,0.16983,-1.91059,#SPILL!
3.00017,24322.01172,0.16965,-2.01686,#SPILL!
3.00017,24432.11523,0.16983,-1.91059,#SPILL!
3.00017,24542.25977,0.17002,-1.80432,#SPILL!
3.00017,24652.26172,0.16983,-1.91059,#SPILL!
3.00017,24740.31055,0.16983,-1.91059,#SPILL!
3.00017,24850.47266,0.16983,-1.91059,#SPILL!
3.00017,24960.4707,0.16983,-1.91059,#SPILL!
3.00017,25070.67383,0.16983,-1.91059,#SPILL!
3.00017,25158.75,0.16992,-1.85746,#SPILL!
3.00017,25268.72461,0.16974,-1.96373,#SPILL!
3.00017,25378.71484,0.16983,-1.91059,#SPILL!
3.00017,25489.00195,0.16974,-1.96373,#SPILL!
3.00017,25576.83008,0.16974,-1.96373,#SPILL!
3.00017,25686.83203,0.16974,-1.96373,#SPILL!
3.00017,25796.99023,0.16974,-1.96373,#SPILL!
3.00017,25884.88477,0.16992,-1.85746,#SPILL!
3.00017,25994.83594,0.16974,-1.96373,#SPILL!
3.00017,26104.89063,0.16965,-2.01686,#SPILL!
3.00017,26193.05469,0.16974,-1.96373,#SPILL!
3.00017,26325.15234,0.16956,-2.07,#SPILL!
3.00017,26413.03711,0.16983,-1.91059,#SPILL!
3.00017,26523.13672,0.16983,-1.91059,#SPILL!
3.00017,26611.20898,0.16974,-1.96373,#SPILL!
3.00017,26721.15234,0.16974,-1.96373,#SPILL!
3.00017,26831.01172,0.16983,-1.91059,#SPILL!
3.00017,26941.09766,0.16974,-1.96373,#SPILL!
3.00017,27029.3125,0.16956,-2.07,#SPILL!
3.00017,27139.45117,0.16974,-1.96373,#SPILL!
3.00017,27249.38477,0.16974,-1.96373,#SPILL!
3.00017,27359.37695,0.16974,-1.96373,#SPILL!
3.00017,27469.27539,0.16965,-2.01686,#SPILL!
3.00017,27557.30664,0.16965,-2.01686,#SPILL!
3.00017,27667.33984,0.16965,-2.01686,#SPILL!
3.00017,27777.34375,0.16956,-2.07,#SPILL!
3.00017,27887.41016,0.16974,-1.96373,#SPILL!
3.00017,27997.47656,0.16956,-2.07,#SPILL!
3.00017,28085.63477,0.16956,-2.07,#SPILL!
3.00017,28195.56836,0.16965,-2.01686,#SPILL!
3.00017,28305.54688,0.16956,-2.07,#SPILL!
3.00017,28393.63086,0.16946,-2.12314,#SPILL!
3.00017,28503.72461,0.16974,-1.96373,#SPILL!
3.00017,28591.80078,0.16956,-2.07,#SPILL!
3.00017,28723.78516,0.16965,-2.01686,#SPILL!
3.00017,28833.78906,0.16974,-1.96373,#SPILL!
3.00017,28921.83789,0.16965,-2.01686,#SPILL!
3.00017,29031.85352,0.16965,-2.01686,#SPILL!
3.00017,29142.02344,0.16983,-1.91059,#SPILL!
3.00017,29230.03711,0.16956,-2.07,#SPILL!
3.00017,29339.91602,0.16956,-2.07,#SPILL!
3.00017,29427.99023,0.16946,-2.12314,#SPILL!
3.00017,29538.08398,0.16965,-2.01686,#SPILL!
3.00017,29648.00195,0.16965,-2.01686,#SPILL!
3.00017,29758.25586,0.16965,-2.01686,#SPILL!
3.00017,29846.11719,0.16965,-2.01686,#SPILL!
3.00017,29956.24414,0.16946,-2.12314,#SPILL!
3.00017,30066.21484,0.16965,-2.01686,#SPILL!
3.00017,30176.12695,0.16946,-2.12314,#SPILL!
3.00017,30264.1543,0.16956,-2.07,#SPILL!
3.00017,30374.18945,0.16956,-2.07,#SPILL!
3.00017,30484.39258,0.16956,-2.07,#SPILL!
3.00017,30572.47266,0.16956,-2.07,#SPILL!
3.00017,30682.40625,0.16956,-2.07,#SPILL!
3.00017,30770.47266,0.16946,-2.12314,#SPILL!
3.00017,30880.60352,0.16956,-2.07,#SPILL!
3.00017,30990.42969,0.16956,-2.07,#SPILL!
3.00017,31100.55078,0.16946,-2.12314,#SPILL!
3.00017,31188.41797,0.16946,-2.12314,#SPILL!
3.00017,31320.61719,0.16946,-2.12314,#SPILL!
3.00017,31408.41797,0.16946,-2.12314,#SPILL!
3.00017,31518.72656,0.16956,-2.07,#SPILL!
3.00017,31628.71484,0.16937,-2.17627,#SPILL!
3.00017,31738.60547,0.16956,-2.07,#SPILL!
3.00017,31826.60547,0.16956,-2.07,#SPILL!
3.00017,31936.74219,0.16956,-2.07,#SPILL!
3.00017,32047.04492,0.16965,-2.01686,#SPILL!
3.00017,32135.24805,0.16946,-2.12314,#SPILL!
3.00017,32267.26953,0.16965,-2.01686,#SPILL!
3.00017,32377.65625,0.16956,-2.07,#SPILL!
3.00017,32465.50977,0.16946,-2.12314,#SPILL!
3.00017,32575.41211,0.16928,-2.22941,#SPILL!
3.00017,32685.64844,0.16956,-2.07,#SPILL!
3.00017,32773.66797,0.16946,-2.12314,#SPILL!
3.00017,32883.55078,0.16956,-2.07,#SPILL!
3.00017,32993.42969,0.16965,-2.01686,#SPILL!
3.00017,33081.62109,0.16946,-2.12314,#SPILL!
3.00017,33191.625,0.16937,-2.17627,#SPILL!
3.00017,33301.625,0.16956,-2.07,#SPILL!
3.00017,33411.76563,0.16956,-2.07,#SPILL!
3.00017,33499.73828,0.16946,-2.12314,#SPILL!
3.00017,33609.62109,0.16937,-2.17627,#SPILL!
3.00017,33719.86328,0.16956,-2.07,#SPILL!
3.00017,33807.74609,0.16946,-2.12314,#SPILL!
3.00017,33917.80469,0.16937,-2.17627,#SPILL!
3.00017,34027.98438,0.16928,-2.22941,#SPILL!
3.00017,34137.87891,0.16937,-2.17627,#SPILL!
3.00017,34225.92578,0.16928,-2.22941,#SPILL!
3.00017,34336.05469,0.16937,-2.17627,#SPILL!
3.00017,34446,0.16946,-2.12314,#SPILL!
3.00017,34556.17969,0.16956,-2.07,#SPILL!
3.00017,34644.11328,0.16937,-2.17627,#SPILL!
3.00017,34754.04688,0.16937,-2.17627,#SPILL!
3.00017,34864.07813,0.16928,-2.22941,#SPILL!
3.00017,34974.10547,0.16928,-2.22941,#SPILL!
3.00017,35062.14844,0.16946,-2.12314,#SPILL!
3.00017,35150.19141,0.16919,-2.28255,#SPILL!
3.00017,35282.38281,0.16946,-2.12314,#SPILL!
3.00017,35370.31641,0.16937,-2.17627,#SPILL!
3.00017,35480.46094,0.16946,-2.12314,#SPILL!
3.00017,35590.82031,0.16946,-2.12314,#SPILL!
3.00017,35679.03516,0.16937,-2.17627,#SPILL!
3.00017,35788.97266,0.16919,-2.28255,#SPILL!
3.00017,35899.03906,0.16928,-2.22941,#SPILL!
3.00017,36009.11328,0.16937,-2.17627,#SPILL!
3.00017,36097.14063,0.16928,-2.22941,#SPILL!
3.00017,36207.16406,0.16937,-2.17627,#SPILL!
3.00017,36317.17969,0.16946,-2.12314,#SPILL!
3.00017,36427.22266,0.16937,-2.17627,#SPILL!
3.00017,36537.19141,0.16956,-2.07,#SPILL!
3.00017,36625.27734,0.16928,-2.22941,#SPILL!
3.00017,36735.23828,0.16928,-2.22941,#SPILL!
3.00017,36823.30078,0.16937,-2.17627,#SPILL!
3.00017,36933.39453,0.16946,-2.12314,#SPILL!
3.00017,37043.42969,0.16928,-2.22941,#SPILL!
3.00017,37131.45703,0.16937,-2.17627,#SPILL!
3.00017,37263.33594,0.16937,-2.17627,#SPILL!
3.00017,37351.51953,0.16919,-2.28255,#SPILL!
3.00017,37461.50781,0.16928,-2.22941,#SPILL!
3.00017,37571.49609,0.16919,-2.28255,#SPILL!
3.00017,37659.51563,0.16937,-2.17627,#SPILL!
3.00017,37769.64453,0.16946,-2.12314,#SPILL!
3.00017,37857.5625,0.16937,-2.17627,#SPILL!
3.00017,37967.77344,0.16928,-2.22941,#SPILL!
3.00017,38077.74219,0.16937,-2.17627,#SPILL!
3.00017,38187.76563,0.16937,-2.17627,#SPILL!
3.00017,38297.75,0.16937,-2.17627,#SPILL!
3.00017,38385.65234,0.16937,-2.17627,#SPILL!
3.00017,38495.78516,0.16928,-2.22941,#SPILL!
3.00017,38605.79688,0.16928,-2.22941,#SPILL!
3.00017,38693.91016,0.16928,-2.22941,#SPILL!
3.00017,38803.92969,0.16928,-2.22941,#SPILL!
3.00017,38913.83984,0.16928,-2.22941,#SPILL!
3.00017,39023.93359,0.16928,-2.22941,#SPILL!
3.00017,39112.16406,0.16928,-2.22941,#SPILL!
3.00017,39222.03516,0.16919,-2.28255,#SPILL!
3.00017,39310.27344,0.16937,-2.17627,#SPILL!
3.00017,39420.41016,0.16937,-2.17627,#SPILL!
3.00017,39530.41797,0.16937,-2.17627,#SPILL!
3.00017,39640.45703,0.1691,-2.33568,#SPILL!
3.00017,39728.58594,0.16919,-2.28255,#SPILL!
3.00017,39838.52734,0.16946,-2.12314,#SPILL!
3.00017,39948.72266,0.16928,-2.22941,#SPILL!
3.00017,40036.55859,0.16928,-2.22941,#SPILL!
3.00017,40168.60156,0.16937,-2.17627,#SPILL!
3.00017,40278.61328,0.16919,-2.28255,#SPILL!
3.00017,40389.22266,0.16919,-2.28255,#SPILL!
3.00017,40477.58984,0.16937,-2.17627,#SPILL!
3.00017,40587.84375,0.16919,-2.28255,#SPILL!
3.00017,40697.87109,0.16937,-2.17627,#SPILL!
3.00017,40807.98047,0.16919,-2.28255,#SPILL!
3.00017,40917.86328,0.16928,-2.22941,#SPILL!
3.00017,41005.88281,0.16928,-2.22941,#SPILL!
3.00017,41115.98047,0.16928,-2.22941,#SPILL!
3.00017,41225.85938,0.1691,-2.33568,#SPILL!
3.00017,41335.83594,0.16928,-2.22941,#SPILL!
3.00017,41424.04688,0.16946,-2.12314,#SPILL!
3.00017,41534.13281,0.16919,-2.28255,#SPILL!
3.00017,41643.94531,0.16919,-2.28255,#SPILL!
3.00017,41732.09766,0.16928,-2.22941,#SPILL!
3.00017,41842.04297,0.16928,-2.22941,#SPILL!
3.00017,41952.15625,0.16928,-2.22941,#SPILL!
3.00017,42040.1875,0.1691,-2.33568,#SPILL!
3.00017,42150.11328,0.16919,-2.28255,#SPILL!
3.00017,42260.26563,0.16919,-2.28255,#SPILL!
3.00017,42370.58203,0.1691,-2.33568,#SPILL!
3.00017,42480.28906,0.16919,-2.28255,#SPILL!
3.00017,42568.37891,0.16937,-2.17627,#SPILL!
3.00017,42678.48438,0.1691,-2.33568,#SPILL!
3.00017,42788.59766,0.1691,-2.33568,#SPILL!
3.00017,42876.60938,0.169,-2.38882,#SPILL!
3.00017,42986.58984,0.16919,-2.28255,#SPILL!
3.00017,43096.70313,0.16919,-2.28255,#SPILL!
3.00017,43184.76563,0.1691,-2.33568,#SPILL!
3.00017,43294.81641,0.1691,-2.33568,#SPILL!
3.00017,43404.68359,0.16919,-2.28255,#SPILL!
3.00017,43514.99219,0.1691,-2.33568,#SPILL!
3.00017,43602.74219,0.16919,-2.28255,#SPILL!
3.00017,43734.86328,0.16891,-2.44195,#SPILL!
3.00017,43822.85156,0.1691,-2.33568,#SPILL!
3.00017,43933.03516,0.1691,-2.33568,#SPILL!
3.00017,44020.98828,0.16919,-2.28255,#SPILL!
3.00017,44131.02734,0.16919,-2.28255,#SPILL!
3.00017,44240.88672,0.16919,-2.28255,#SPILL!
3.00017,44350.97656,0.16919,-2.28255,#SPILL!
3.00017,44439.21094,0.1691,-2.33568,#SPILL!
3.00017,44549.21484,0.16919,-2.28255,#SPILL!
3.00017,44659.1875,0.1691,-2.33568,#SPILL!
3.00017,44747.19531,0.16919,-2.28255,#SPILL!
3.00017,44857.16797,0.1691,-2.33568,#SPILL!
3.00017,44967.44141,0.1691,-2.33568,#SPILL!
3.00017,45055.40234,0.16891,-2.44195,#SPILL!
3.00017,45165.49609,0.16928,-2.22941,#SPILL!
3.00017,45275.55469,0.1691,-2.33568,#SPILL!
3.00017,45385.4375,0.16919,-2.28255,#SPILL!
3.00017,45495.37109,0.16919,-2.28255,#SPILL!
3.00017,45583.42188,0.1691,-2.33568,#SPILL!
3.00017,45693.22656,0.1691,-2.33568,#SPILL!
3.00017,45802.65234,0.16919,-2.28255,#SPILL!
3.00017,45912.56641,0.169,-2.38882,#SPILL!
3.00017,46000.60938,0.1691,-2.33568,#SPILL!
3.00017,46110.64063,0.16919,-2.28255,#SPILL!
3.00017,46220.91406,0.16891,-2.44195,#SPILL!
3.00017,46309.10938,0.1691,-2.33568,#SPILL!
3.00017,46441.23828,0.1691,-2.33568,#SPILL!
3.00017,46529.21875,0.1691,-2.33568,#SPILL!
3.00017,46639.40234,0.16919,-2.28255,#SPILL!
3.00017,46749.40625,0.16919,-2.28255,#SPILL!
3.00017,46837.49609,0.1691,-2.33568,#SPILL!
3.00017,46947.41016,0.169,-2.38882,#SPILL!
3.00017,47057.53125,0.1691,-2.33568,#SPILL!
3.00017,47167.36719,0.16928,-2.22941,#SPILL!
3.00017,47255.51563,0.169,-2.38882,#SPILL!
3.00017,47365.6875,0.169,-2.38882,#SPILL!
3.00017,47475.58984,0.16919,-2.28255,#SPILL!
3.00017,47563.5,0.169,-2.38882,#SPILL!
3.00017,47673.76172,0.169,-2.38882,#SPILL!
3.00017,47783.67578,0.1691,-2.33568,#SPILL!
3.00017,47871.82422,0.1691,-2.33568,#SPILL!
3.00017,47981.67969,0.169,-2.38882,#SPILL!
3.00017,48091.80469,0.16891,-2.44195,#SPILL!
3.00017,48201.74609,0.16891,-2.44195,#SPILL!
3.00017,48312.01172,0.1691,-2.33568,#SPILL!
3.00017,48399.91016,0.16891,-2.44195,#SPILL!
3.00017,48509.85938,0.1691,-2.33568,#SPILL!
3.00017,48620.16797,0.1691,-2.33568,#SPILL!
3.00017,48708.05859,0.1691,-2.33568,#SPILL!
3.00017,48818.20703,0.169,-2.38882,#SPILL!
3.00017,48928.11328,0.169,-2.38882,#SPILL!
3.00017,49016.17969,0.169,-2.38882,#SPILL!
3.00017,49126.14063,0.16891,-2.44195,#SPILL!
3.00017,49236.13672,0.16919,-2.28255,#SPILL!
3.00017,49346.16797,0.169,-2.38882,#SPILL!
3.00017,49434.25391,0.16919,-2.28255,#SPILL!
3.00017,49544.3125,0.16919,-2.28255,#SPILL!
3.00017,49654.36328,0.16882,-2.49509,#SPILL!
3.00017,49764.58203,0.1691,-2.33568,#SPILL!
3.00017,49852.98047,0.16891,-2.44195,#SPILL!
3.00017,49963.02734,0.169,-2.38882,#SPILL!
3.00017,50073.05469,0.16891,-2.44195,#SPILL!
3.00017,50183.27734,0.16891,-2.44195,#SPILL!
3.00017,50271.17188,0.16891,-2.44195,#SPILL!
3.00017,50381.25,0.169,-2.38882,#SPILL!
3.00017,50491.22656,0.16882,-2.49509,#SPILL!
3.00017,50601.38281,0.169,-2.38882,#SPILL!
3.00017,50689.42188,0.16891,-2.44195,#SPILL!
3.00017,50799.29688,0.16891,-2.44195,#SPILL!
3.00017,50909.36328,0.16891,-2.44195,#SPILL!
3.00017,51019.62109,0.16891,-2.44195,#SPILL!
3.00017,51107.84766,0.16891,-2.44195,#SPILL!
3.00017,51218.14844,0.1691,-2.33568,#SPILL!
3.00017,51328.5,0.16891,-2.44195,#SPILL!
3.00017,51438.60156,0.169,-2.38882,#SPILL!
3.00017,51526.85547,0.169,-2.38882,#SPILL!
3.00017,51636.78516,0.169,-2.38882,#SPILL!
3.00017,51747.25781,0.169,-2.38882,#SPILL!
3.00017,51835.32422,0.169,-2.38882,#SPILL!
3.00017,51945.59375,0.169,-2.38882,#SPILL!
3.00017,52055.73438,0.16891,-2.44195,#SPILL!
3.00017,52144.07422,0.169,-2.38882,#SPILL!
3.00017,52254.23047,0.169,-2.38882,#SPILL!
3.00017,52364.42578,0.16882,-2.49509,#SPILL!
3.00017,52474.53906,0.16919,-2.28255,#SPILL!
3.00017,52584.91016,0.16891,-2.44195,#SPILL!
3.00017,52695.04688,0.16891,-2.44195,#SPILL!
3.00017,52783.18359,0.169,-2.38882,#SPILL!
3.00017,52893.42188,0.1691,-2.33568,#SPILL!
3.00017,53003.75391,0.16891,-2.44195,#SPILL!
3.00017,53113.82031,0.169,-2.38882,#SPILL!
3.00017,53202.10547,0.169,-2.38882,#SPILL!
3.00017,53312.46875,0.16882,-2.49509,#SPILL!
3.00017,53400.69922,0.16891,-2.44195,#SPILL!
3.00017,53511.03906,0.16891,-2.44195,#SPILL!
3.00017,53621.11719,0.16882,-2.49509,#SPILL!
3.00017,53731.39063,0.169,-2.38882,#SPILL!
3.00017,53819.61719,0.16882,-2.49509,#SPILL!
3.00017,53929.69922,0.16873,-2.54823,#SPILL!
3.00017,54040.02734,0.16891,-2.44195,#SPILL!
3.00017,54150.31641,0.16891,-2.44195,#SPILL!
3.00017,54238.36719,0.16891,-2.44195,#SPILL!
3.00017,54348.57422,0.16891,-2.44195,#SPILL!
3.00017,54458.81641,0.16891,-2.44195,#SPILL!
3.00017,54546.91016,0.169,-2.38882,#SPILL!
3.00017,54657.17969,0.16882,-2.49509,#SPILL!
3.00017,54767.59766,0.16882,-2.49509,#SPILL!
3.00017,54877.59375,0.16891,-2.44195,#SPILL!
3.00017,54987.99219,0.16891,-2.44195,#SPILL!
3.00017,55098.20703,0.16891,-2.44195,#SPILL!
3.00017,55186.12109,0.16891,-2.44195,#SPILL!
3.00017,55296.46875,0.16891,-2.44195,#SPILL!
3.00017,55406.57813,0.16891,-2.44195,#SPILL!
3.00017,55494.89844,0.16891,-2.44195,#SPILL!
3.00017,55605.20313,0.169,-2.38882,#SPILL!
3.00017,55693.36328,0.16891,-2.44195,#SPILL!
3.00017,55803.35938,0.16891,-2.44195,#SPILL!
3.00017,55913.59766,0.16882,-2.49509,#SPILL!
3.00017,56023.86328,0.16882,-2.49509,#SPILL!
3.00017,56112,0.16891,-2.44195,#SPILL!
