1.99993,89999.8125,0.04712,0.21675,-3.83673,0,4.71E-05,0,4.71E-05,0,4.00E-08,0,1234,1
1.99993,89999.85938,0.04718,0.21703,-3.71429,0,4.72E-05,0,4.72E-05,0,4.00E-08,0,1234,1
1.99993,89999.88281,0.04714,0.21684,-3.79592,0,4.71E-05,0,-2.00E-08,0,-0.05,0,1234,1
1.99993,89999.84375,0.04714,0.21684,-3.79592,0,4.71E-05,0,4.71E-05,0,0.02,0,1234,1
1.99993,89999.85938,0.04712,0.21675,-3.83673,0,4.71E-05,0,4.71E-05,0,0,0,1234,1
1.99993,89999.82031,0.04714,0.21684,-3.79592,0,4.71E-05,0,-2.00E-08,0,-0.05,0,1234,1
1.99993,89977.71094,0.04712,0.21675,-3.83673,0,4.71E-05,0,4.71E-05,0,-0.05,0,1234,1
1.99993,89901.73438,0.04712,0.21675,-3.83673,0,4.71E-05,0,4.71E-05,0,0.06,0,1234,1
1.99993,89796.03125,0.04712,0.21675,-3.83673,0,4.71E-05,0,2.00E-08,0,0.04,0,1234,1
1.99993,89688.57813,0.0471,0.21666,-3.87755,0,4.71E-05,0,4.71E-05,0,-2.00E-08,0,1234,1
1.99993,89601.9375,0.0471,0.21666,-3.87755,0,4.71E-05,0,0,0,0,0,1234,1
1.99993,89492.85156,0.0471,0.21666,-3.87755,0,4.71E-05,0,0,0,-0.01,0,1234,1
1.99993,89383.75781,0.04712,0.21675,-3.83673,0,4.71E-05,0,4.71E-05,0,0.02,0,1234,1
1.99993,89296.19531,0.04712,0.21675,-3.83673,0,4.71E-05,0,4.71E-05,0,-0.05,0,1234,1
1.99993,89186.60156,0.04714,0.21684,-3.79592,0,4.71E-05,0,4.71E-05,0,0.06,0,1234,1
1.99993,89098.86719,0.0471,0.21666,-3.87755,0,4.71E-05,0,0,0,0,0,1234,1
1.99993,88989.1875,0.04712,0.21675,-3.83673,0,4.71E-05,0,0,0,0,0,1234,1
1.99993,88878.92969,0.0471,0.21666,-3.87755,0,4.71E-05,0,4.71E-05,0,0.05,0,1234,1
1.99993,88791.03125,0.04716,0.21694,-3.7551,0,4.72E-05,0,4.72E-05,0,-0.04,0,1234,1
1.99993,88680.95313,0.04716,0.21694,-3.7551,0,4.72E-05,0,4.72E-05,0,-0.04,0,1234,1
1.99993,88571.28125,0.04712,0.21675,-3.83673,0,4.71E-05,0,4.71E-05,0,2.00E-08,0,1234,1
1.99993,88461.14844,0.04714,0.21684,-3.79592,0,4.71E-05,0,4.00E-08,0,0.05,0,1234,1
1.99993,88351.50781,0.0471,0.21666,-3.87755,0,4.71E-05,0,-4.00E-08,0,-0.06,0,1234,1
1.99993,88263.60938,0.04712,0.21675,-3.83673,0,4.71E-05,0,-2.00E-08,0,-0.02,0,1234,1
1.99993,88153.64844,0.0471,0.21666,-3.87755,0,4.71E-05,0,4.71E-05,0,4.00E-08,0,1234,1
1.99993,88044.03125,0.04714,0.21684,-3.79592,0,4.71E-05,0,4.71E-05,0,-6.00E-08,0,1234,1
1.99993,87956.32031,0.04714,0.21684,-3.79592,0,4.71E-05,0,4.71E-05,0,-0.01,0,1234,1
1.99993,87846.32813,0.04714,0.21684,-3.79592,0,4.71E-05,0,0,0,0.01,0,1234,1
1.99993,87736.48438,0.04714,0.21684,-3.79592,0,4.71E-05,0,0,0,0.04,0,1234,1
1.99993,87626.57031,0.04712,0.21675,-3.83673,0,4.71E-05,0,-2.00E-08,0,-0.04,0,1234,1
1.99993,87538.60938,0.04712,0.21675,-3.83673,0,4.71E-05,0,2.00E-08,0,0.04,0,1234,1
1.99993,87428.79688,0.04712,0.21675,-3.83673,0,4.71E-05,0,-4.00E-08,0,-0.06,0,1234,1
1.99993,87318.92188,0.04714,0.21684,-3.79592,0,4.71E-05,0,4.71E-05,0,-0.01,0,1234,1
1.99993,87208.86719,0.04714,0.21684,-3.79592,0,4.71E-05,0,4.00E-08,0,0.04,0,1234,1
1.99993,87121,0.04712,0.21675,-3.83673,0,4.71E-05,0,4.71E-05,0,-4.00E-08,0,1234,1
1.99993,87011.08594,0.04716,0.21694,-3.7551,0,4.72E-05,0,4.72E-05,0,0.04,0,1234,1
1.99993,86901.30469,0.04714,0.21684,-3.79592,0,4.71E-05,0,4.71E-05,0,-0.05,0,1234,1
1.99993,86791.45313,0.04714,0.21684,-3.79592,0,4.71E-05,0,4.71E-05,0,0,0,1234,1
1.99993,86703.51563,0.04714,0.21684,-3.79592,0,4.71E-05,0,4.72E-05,0,0,0,1234,1
1.99993,86593.52344,0.04714,0.21684,-3.79592,0,4.71E-05,0,4.71E-05,0,-4.00E-08,0,1234,1
1.99993,86483.75781,0.04712,0.21675,-3.83673,0,4.71E-05,0,4.00E-08,0,0.05,0,1234,1
1.99993,86395.78125,0.04712,0.21675,-3.83673,0,4.71E-05,0,4.71E-05,0,-0.02,0,1234,1
1.99993,86285.98438,0.04714,0.21684,-3.79592,0,4.71E-05,0,4.71E-05,0,0.01,0,1234,1
1.99993,86176.3125,0.04714,0.21684,-3.79592,0,4.71E-05,0,4.71E-05,0,0.01,0,1234,1
1.99993,86066.35156,0.04716,0.21694,-3.7551,0,4.72E-05,0,-2.00E-08,0,-0.01,0,1234,1
1.99993,85978.44531,0.04716,0.21694,-3.7551,0,4.72E-05,0,0,0,-0.01,0,1234,1
1.99993,85868.55469,0.04716,0.21694,-3.7551,0,4.72E-05,0,0,0,0.01,0,1234,1
1.99993,85758.78125,0.04714,0.21684,-3.79592,0,4.71E-05,0,-6.00E-08,0,-0.1,0,1234,1
1.99993,85670.85156,0.04714,0.21684,-3.79592,0,4.71E-05,0,4.71E-05,0,0.06,0,1234,1
1.99993,85560.89063,0.04718,0.21703,-3.71429,0,4.72E-05,0,0,0,0,0,1234,1
1.99993,85472.97656,0.04712,0.21675,-3.83673,0,4.71E-05,0,0,0,-0.01,0,1234,1
1.99993,85363.01563,0.04716,0.21694,-3.7551,0,4.72E-05,0,-4.00E-08,0,-0.06,0,1234,1
1.99993,85253.125,0.04718,0.21703,-3.71429,0,4.72E-05,0,4.00E-08,0,0.06,0,1234,1
