7.00685,89999.92188,0.16588,-1.52805,0,0,3.606E-5,0,0,0,-0.03,0,1234,1,64479.111,0
7.00685,89999.95313,0.16606,-1.41882,0,0,3.61E-5,0,3.61E-5,0,-0.02,0,1234,1,64480.566,0
7.00685,89999.95313,0.16606,-1.41882,0,0,3.61E-5,0,2E-8,0,0.05,0,1234,1,64481.049,0
7.00685,89999.94531,0.16597,-1.47343,0,0,3.608E-5,0,-2E-8,0,-0.02,0,1234,1,64481.518,0
7.00685,89999.94531,0.16588,-1.52805,0,0,3.606E-5,0,0,0,0.02,0,1234,1,64481.988,0
7.00685,89999.88281,0.16578,-1.58267,0,0,3.604E-5,0,-4E-8,0,-0.05,0,1234,1,64482.469,0
7.00685,89990.0625,0.16578,-1.58267,0,0,3.604E-5,0,3.604E-5,0,4E-8,0,1234,1,64482.938,0
7.00685,89902.11719,0.16588,-1.52805,0,0,3.606E-5,0,-4E-8,0,-0.06,0,1234,1,64483.41,0
7.00685,89817.74219,0.16597,-1.47343,0,0,3.608E-5,0,0,0,0.02,0,1234,1,64483.88,0
7.00685,89710.54688,0.16597,-1.47343,0,0,3.608E-5,0,2E-8,0,0.03,0,1234,1,64484.36,0
7.00685,89624.125,0.16597,-1.47343,0,0,3.608E-5,0,3.608E-5,0,-0.03,0,1234,1,64484.829,0
7.00685,89515.33594,0.16597,-1.47343,0,0,3.608E-5,0,3.608E-5,0,0,0,1234,1,64485.298,0
7.00685,89406.10938,0.16597,-1.47343,0,0,3.608E-5,0,3.608E-5,0,0,0,1234,1,64485.767,0
7.00685,89296.64063,0.16588,-1.52805,0,0,3.606E-5,0,0,0,0.02,0,1234,1,64486.25,0
7.00685,89187.01563,0.16588,-1.52805,0,0,3.606E-5,0,-2E-8,0,-0.05,0,1234,1,64486.719,0
7.00685,89099.29688,0.16588,-1.52805,0,0,3.606E-5,0,2E-8,0,0.05,0,1234,1,64487.186,0
7.00685,88989.49219,0.16597,-1.47343,0,0,3.608E-5,0,-4E-8,0,-0.08,0,1234,1,64487.652,0
7.00685,88901.17969,0.16588,-1.52805,0,0,3.606E-5,0,0,0,-0.02,0,1234,1,64488.149,0
7.00685,88769.40625,0.16578,-1.58267,0,0,3.604E-5,0,0,0,0,0,1234,1,64488.62,0
7.00685,88681.59375,0.16597,-1.47343,0,0,3.608E-5,0,3.608E-5,0,-0.02,0,1234,1,64489.102,0
7.00685,88571.49219,0.16597,-1.47343,0,0,3.608E-5,0,0,0,-0.02,0,1234,1,64489.571,0
7.00685,88461.94531,0.16597,-1.47343,0,0,3.608E-5,0,3.61E-5,0,0,0,1234,1,64490.04,0
7.00685,88352,0.16588,-1.52805,0,0,3.606E-5,0,3.606E-5,0,2E-8,0,1234,1,64490.51,0
7.00685,88264.125,0.16578,-1.58267,0.03,0,3.604E-5,0,0,0,-0.03,0,1234,1,64490.994,0
7.00685,88154.15625,0.16597,-1.47343,0,0,3.608E-5,0,3.608E-5,0,2E-8,0,1234,1,64491.459,0
7.00685,88044.46875,0.16606,-1.41882,0.03,0,3.61E-5,0,3.61E-5,0,0.02,0,1234,1,64491.927,0
7.00685,87956.72656,0.16578,-1.58267,0,0,3.604E-5,0,0,0,-0.03,0,1234,1,64492.395,0
7.00685,87846.83594,0.16606,-1.41882,0,0,3.61E-5,0,0,0,-0.02,0,1234,1,64492.878,0
7.00685,87736.96094,0.16597,-1.47343,0,0,3.608E-5,0,3.608E-5,0,0.03,0,1234,1,64493.346,0
7.00685,87627.05469,0.16597,-1.47343,0,0,3.608E-5,0,3.608E-5,0,0.03,0,1234,1,64493.815,0
